State,Year,Question,Weighted_Data_Value,Weighted_Low_Confidence_Limit,Weighted_High_Confidence_Limit,Total_Sample_Size
Missouri,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.912759456593104,24.35692389273269,29.669193475077012,39602.0
Missouri,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.355532722481442,24.798510746319174,30.086500012088095,41363.0
Missouri,2019,Percent of adults who engage in no leisure-time physical activity,30.868926378908295,28.302788749821538,33.58532575072574,42026.0
Missouri,2019,Percent of adults who report consuming fruit less than one time daily,41.806419765336244,38.865569419294026,44.77613424949767,40313.0
Missouri,2019,Percent of adults who report consuming vegetables less than one time daily,18.926595852815613,16.69032323643017,21.41945771498272,39352.0
Missouri,2020,Percent of adults aged 18 years and older who have an overweight classification,35.48785206033338,33.059683269577626,38.030099300338925,50453.0
Missouri,2020,Percent of adults aged 18 years and older who have obesity,34.0628089509048,31.683780944641555,36.52645234178344,50453.0
Missouri,2020,Percent of adults who engage in no leisure-time physical activity,25.850014562930063,23.745409036298103,28.079681071831654,54934.0
Missouri,2021,Percent of adults aged 18 years and older who have an overweight classification,32.15885242972844,29.848304252024775,34.58690894473559,67168.0
Missouri,2021,Percent of adults aged 18 years and older who have obesity,37.17592156979515,34.711880657455936,39.734084683182466,67168.0
Missouri,2021,Percent of adults who engage in no leisure-time physical activity,25.555280088513708,23.47436790558538,27.763862366648908,73209.0
Missouri,2021,Percent of adults who report consuming fruit less than one time daily,43.27768568033274,40.74865418894831,45.83990938799763,67320.0
Missouri,2021,Percent of adults who report consuming vegetables less than one time daily,19.43298200981283,17.446421648797628,21.633122842086134,66036.0
Montana,2011,Percent of adults aged 18 years and older who have an overweight classification,35.74435823317612,33.2575637709823,38.36353432391771,59157.0
Montana,2011,Percent of adults aged 18 years and older who have obesity,24.68960297347525,22.433911133637437,27.12873458354452,59190.0
Montana,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.37504765902373,52.64626335764381,58.04308550640992,57177.0
Montana,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.67049981475274,19.557370194597837,24.042068770840316,56681.0
Montana,2011,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.24049492229438,33.675127162644976,38.87106851822518,56817.0
Montana,2011,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.733055154887015,27.33589703963184,32.2948828903084,58236.0
Montana,2011,Percent of adults who engage in no leisure-time physical activity,24.59439258680968,22.383551135399344,27.012937442720887,58922.0
Montana,2012,Percent of adults aged 18 years and older who have an overweight classification,37.00285782949152,34.619253800092125,39.50379108004726,49933.0
Montana,2012,Percent of adults aged 18 years and older who have obesity,24.34516251777382,22.26794704904572,26.58057797448581,49933.0
Montana,2012,Percent of adults who engage in no leisure-time physical activity,20.78250511998145,18.920615170601646,22.822311526720505,51758.0
Montana,2013,Percent of adults aged 18 years and older who have an overweight classification,36.880751299982066,34.493742155280614,39.31780527165142,55770.0
Montana,2013,Percent of adults aged 18 years and older who have obesity,24.713661466738387,22.59851174466559,26.931707010937778,55770.0
Montana,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.88463300616468,55.31292719721379,60.43628405937459,53693.0
Montana,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.065364764174845,20.929502073910026,25.391366528405996,53281.0
Montana,2013,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.024600495160925,36.51370883036987,41.59546290044265,53316.0
Montana,2013,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.28699343528808,28.92997946235376,33.752607547584994,54534.0
Montana,2013,Percent of adults who engage in no leisure-time physical activity,22.726891899243785,20.700903106468633,24.91595669441271,55143.0
Montana,2014,Percent of adults aged 18 years and older who have an overweight classification,36.785342274245906,33.966518967845886,39.72955240148805,42203.0
Montana,2014,Percent of adults aged 18 years and older who have obesity,26.479816600715587,23.90188612183968,29.238490154728336,42203.0
Montana,2014,Percent of adults who engage in no leisure-time physical activity,19.888342461160164,17.697976975522522,22.30273611266346,44735.0
Montana,2015,Percent of adults aged 18 years and older who have an overweight classification,37.383670276774964,34.20134476534295,40.653005415162454,33240.0
Montana,2015,Percent of adults aged 18 years and older who have obesity,23.71062274368231,21.062906137184115,26.627719614921784,33240.0
Montana,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),58.4707994559468,55.12483300589391,61.74333988212181,33085.0
Montana,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.427517657087193,21.666576351680465,27.524025815879202,32848.0
Montana,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),40.54836575400939,37.31255869260321,43.908963961217154,32798.0
Montana,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.58252333157247,29.521602981745616,35.845409990021714,34074.0
Montana,2015,Percent of adults who engage in no leisure-time physical activity,22.652487714094622,20.08333769519323,25.491898572217856,34389.0
Montana,2016,Percent of adults aged 18 years and older who have an overweight classification,37.346684350132634,34.09899692063782,40.73424189761883,32799.0
Montana,2016,Percent of adults aged 18 years and older who have obesity,25.653824811732065,22.845928229519192,28.73673282722034,32799.0
Montana,2016,Percent of adults who engage in no leisure-time physical activity,20.255664002243726,17.807513672696675,22.997523488991725,35655.0
Montana,2017,Percent of adults aged 18 years and older who have an overweight classification,37.17149413409519,34.067488298583676,40.39123761473466,32902.0
Montana,2017,Percent of adults aged 18 years and older who have obesity,25.538958118047535,22.829223147529028,28.46412072214455,32902.0
Montana,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.556703404660304,51.26433242255855,57.82621189328586,32573.0
Montana,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.907526115123527,18.357896531415644,23.765273860078732,32261.0
Montana,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.88768290424153,33.74951225535593,40.15559980243255,32394.0
Montana,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.895031946020183,27.02293843673494,32.98077864692184,33494.0
Montana,2017,Percent of adults who engage in no leisure-time physical activity,25.283511612788843,22.64362921813132,28.18247739495302,33842.0
Montana,2017,Percent of adults who report consuming fruit less than one time daily,36.03222610371619,32.935276757212556,39.231813527675726,33206.0
Montana,2017,Percent of adults who report consuming vegetables less than one time daily,15.027369094398246,12.714542020774315,17.670946419324377,32829.0
Montana,2018,Percent of adults aged 18 years and older who have an overweight classification,36.52223152606238,33.26407787314214,39.91955899797641,28662.0
Montana,2018,Percent of adults aged 18 years and older who have obesity,27.104486776917174,24.22761147163492,30.18219593887377,28662.0
Montana,2018,Percent of adults who engage in no leisure-time physical activity,23.10833683801883,20.50535084597716,25.998799780013588,30911.0
Montana,2019,Percent of adults aged 18 years and older who have an overweight classification,36.49230598669623,33.92383869179601,39.14651053215078,36080.0
Montana,2019,Percent of adults aged 18 years and older who have obesity,28.474201773835922,26.090853658536588,30.979387472283808,36080.0
Montana,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63.226584670935715,60.4998307427572,65.83695449801124,35449.0
Montana,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.392829212190918,26.001288096607247,30.981912018401385,34780.0
Montana,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.10644569816643,43.396222849083216,48.87387870239775,35450.0
Montana,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,39.56257719682074,36.91736132266194,42.27038411476364,36109.0
Montana,2019,Percent of adults who engage in no leisure-time physical activity,19.77006904273185,17.768525577799696,21.963903180230854,37513.0
Montana,2019,Percent of adults who report consuming fruit less than one time daily,40.52955551226029,37.859033093044616,43.24560382977539,35929.0
Montana,2019,Percent of adults who report consuming vegetables less than one time daily,16.764592715043037,14.830735906059399,18.9622242489882,35086.0
Montana,2020,Percent of adults aged 18 years and older who have an overweight classification,36.241594870767386,33.65387411626642,38.93494003492,34937.0
Montana,2020,Percent of adults aged 18 years and older who have obesity,28.585957580788275,26.13556401522741,31.183942525116635,34937.0
Montana,2020,Percent of adults who engage in no leisure-time physical activity,18.839323602137675,16.877575709234,20.995628938342506,37611.0
Montana,2021,Percent of adults aged 18 years and older who have an overweight classification,35.26734315203525,32.62246317986779,38.01635741621245,34492.0
Montana,2021,Percent of adults aged 18 years and older who have obesity,31.747184854459007,29.102646990606516,34.5105299779659,34492.0
Montana,2021,Percent of adults who engage in no leisure-time physical activity,21.214315358288196,19.073269194491605,23.57026437060393,37107.0
Montana,2021,Percent of adults who report consuming fruit less than one time daily,39.7075678040245,36.899527559055116,42.56567512394284,34290.0
Montana,2021,Percent of adults who report consuming vegetables less than one time daily,16.69754418382857,14.603108514886895,19.05500551366495,33553.0
National,2011,Percent of adults aged 18 years and older who have an overweight classification,35.863607445830965,35.34377296796371,36.38525473608206,2814246.0
National,2011,Percent of adults aged 18 years and older who have obesity,27.40316420393177,26.93638288088179,27.90105369381849,2818276.0
National,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.97158754439395,51.41366794091549,52.5090434238626,2743054.0
National,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.36711825493016,19.911347392697028,20.83405443424244,2717003.0
National,2011,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.22639929249752,31.717909556276403,32.73509846737162,2723948.0
National,2011,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.84751503585185,28.35259216733378,29.348057849857167,2809618.0
National,2011,Percent of adults who engage in no leisure-time physical activity,25.47069070942257,25.006811242940817,25.94006945877779,2843989.0
National,2012,Percent of adults aged 18 years and older who have an overweight classification,35.85887191148374,35.31898367222395,36.41266365870286,2644757.0
National,2012,Percent of adults aged 18 years and older who have obesity,27.676899692485932,27.176498332360964,28.159691759961316,2644757.0
National,2012,Percent of adults who engage in no leisure-time physical activity,23.295103798212693,22.82557666172929,23.773729780671754,2782177.0
National,2013,Percent of adults aged 18 years and older who have an overweight classification,35.65804964402962,35.109733401293816,36.18529192859766,2736885.0
National,2013,Percent of adults aged 18 years and older who have obesity,28.253889659229383,27.745320501226765,28.745150855808703,2736885.0
National,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.62187675477579,50.05248730000622,51.19804067162639,2591143.0
National,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.027513276987712,19.5661680807618,20.487927691212583,2566659.0
National,2013,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.65000521318422,31.109039311299465,32.15639027453251,2570406.0
National,2013,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.17443930243033,28.663624918018975,29.699647881361834,2657627.0
National,2013,Percent of adults who engage in no leisure-time physical activity,26.227067294904998,25.735832690681775,26.732806879120584,2691972.0
National,2014,Percent of adults aged 18 years and older who have an overweight classification,35.374627141559245,34.83301962061705,35.890971965220935,2548085.0
National,2014,Percent of adults aged 18 years and older who have obesity,28.846556060727956,28.35491210065599,29.3508877843557,2548085.0
National,2014,Percent of adults who engage in no leisure-time physical activity,23.583070925733942,23.133206067090068,24.066030593248275,2715305.0
National,2015,Percent of adults aged 18 years and older who have an overweight classification,35.82406795006913,35.291031762281314,36.372203724339776,2383456.0
National,2015,Percent of adults aged 18 years and older who have obesity,28.7893662815676,28.27834031758925,29.273784328303105,2383456.0
National,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.45881199829159,50.88010193510233,52.029968701061186,2282825.0
National,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.43700850320625,19.968464918128348,20.909833900228517,2257619.0
National,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.910868656197646,31.382970834542643,32.449792425149994,2267134.0
National,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.066450625657392,29.533243542091192,30.589306098415765,2336902.0
National,2015,Percent of adults who engage in no leisure-time physical activity,25.747611992826393,25.247945426612745,26.228490781152207,2372585.0
National,2016,Percent of adults aged 18 years and older who have an overweight classification,35.40803315557351,34.86529860219029,35.953789943546326,2623390.0
National,2016,Percent of adults aged 18 years and older who have obesity,29.515771882945348,29.010938137295632,30.003676921845397,2623390.0
National,2016,Percent of adults who engage in no leisure-time physical activity,24.162787684448634,23.724024437766857,24.63925931875761,2850997.0
National,2017,Percent of adults aged 18 years and older who have an overweight classification,35.47864443134558,34.876373620525925,36.04714862298194,2442960.0
National,2017,Percent of adults aged 18 years and older who have obesity,30.04843517699839,29.48587406261257,30.600647902544452,2442960.0
National,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.85525660556516,50.239972420254,51.484676850674234,2361153.0
National,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.336896130653827,19.855694094164875,20.85048814121899,2330678.0
National,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.533360953403918,30.967347791246823,32.09950577975551,2346120.0
National,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.22801964315108,29.65067573086528,30.796090483876785,2411833.0
National,2017,Percent of adults who engage in no leisure-time physical activity,26.45323353332443,25.891506068170784,26.99232268035862,2454776.0
National,2017,Percent of adults who report consuming fruit less than one time daily,35.67650776519203,35.09776049335208,36.29361612609942,2421962.0
National,2017,Percent of adults who report consuming vegetables less than one time daily,18.278474552985184,17.78191568627121,18.79561527646899,2372852.0
National,2018,Percent of adults aged 18 years and older who have an overweight classification,35.184844303514204,34.584921740085036,35.752127690118606,2368390.0
National,2018,Percent of adults aged 18 years and older who have obesity,30.87631720282555,30.31504401724378,31.43702029648834,2368390.0
National,2018,Percent of adults who engage in no leisure-time physical activity,24.156735439985468,23.66061940723226,24.677096489211355,2570619.0
National,2019,Percent of adults aged 18 years and older who have an overweight classification,35.40794508165868,34.84599703888343,35.98694243256799,2236994.0
National,2019,Percent of adults aged 18 years and older who have obesity,31.302004565054716,30.761789347669232,31.826305121962776,2236994.0
National,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.1658995833403,51.58248309469758,52.79041124925398,2151396.0
National,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.126466865109414,22.602446375400266,23.655979444237634,2119503.0
National,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.84898860309165,32.29345599115509,33.40806978522921,2159884.0
National,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.189798185363436,34.60103755020477,35.75329831182833,2229868.0
National,2019,Percent of adults who engage in no leisure-time physical activity,25.812346189518745,25.313204126133108,26.318860678113577,2319169.0
National,2019,Percent of adults who report consuming fruit less than one time daily,38.831496527613936,38.24501668275462,39.414038802579995,2182793.0
National,2019,Percent of adults who report consuming vegetables less than one time daily,20.301925202207286,19.809302216354403,20.815363808734755,2129127.0
National,2020,Percent of adults aged 18 years and older who have an overweight classification,35.047655815043804,34.378059279522304,35.72526223206108,2115874.0
National,2020,Percent of adults aged 18 years and older who have obesity,31.763344131077748,31.102260626105338,32.43857597380563,2115874.0
National,2020,Percent of adults who engage in no leisure-time physical activity,23.2683298920553,22.697858011494905,23.862151307777683,2354261.0
National,2021,Percent of adults aged 18 years and older who have an overweight classification,34.64427276608107,34.04056024017118,35.27630620000686,2302691.0
National,2021,Percent of adults aged 18 years and older who have obesity,32.85380899999175,32.25329060651212,33.44843811001998,2302691.0
National,2021,Percent of adults who engage in no leisure-time physical activity,23.465571275001984,22.95031440621407,23.977930659506313,2571196.0
National,2021,Percent of adults who report consuming fruit less than one time daily,39.61133745418596,38.96253547730755,40.25210937855463,2263771.0
National,2021,Percent of adults who report consuming vegetables less than one time daily,19.924473634911713,19.391845962149162,20.479374771217106,2204601.0
Nebraska,2011,Percent of adults aged 18 years and older who have an overweight classification,36.503689720855654,34.93581598673482,38.1422916695216,145946.0
Nebraska,2011,Percent of adults aged 18 years and older who have obesity,28.611735298347497,27.160589230316187,30.11117715944967,146021.0
Nebraska,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.122022637795276,47.42427095050619,50.806883436445446,142240.0
Nebraska,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.67861563079712,17.37141906339833,20.104295707832396,141234.0
Nebraska,2011,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.976815725441377,27.500968339746493,30.510303729062926,141376.0
Nebraska,2011,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.457412642378447,25.965945696240937,29.03301456190188,145036.0
Nebraska,2011,Percent of adults who engage in no leisure-time physical activity,26.627335878853284,25.196879802733587,28.108149534497713,146401.0
Nebraska,2012,Percent of adults aged 18 years and older who have an overweight classification,36.507593959701076,34.77861015009943,38.304571086109675,110127.0
Nebraska,2012,Percent of adults aged 18 years and older who have obesity,28.80538378417645,27.19568134971442,30.516621718561296,110127.0
Nebraska,2012,Percent of adults who engage in no leisure-time physical activity,21.558461243284725,20.15289541617247,23.10261110723505,114664.0
Nebraska,2013,Percent of adults aged 18 years and older who have an overweight classification,36.06565094107011,33.97446782279937,38.22063984548369,97336.0
Nebraska,2013,Percent of adults aged 18 years and older who have obesity,29.743761814744804,27.766343387852384,31.771949741102983,97336.0
Nebraska,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.45534495749716,48.20076303473453,52.696409810143386,94229.0
Nebraska,2013,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.504435096410496,16.81724391962589,20.380123208985506,93662.0
Nebraska,2013,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.21982804656627,29.196229840862973,33.3572156360141,93630.0
Nebraska,2013,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.774261625362154,25.78905204577193,29.869623986493526,95954.0
Nebraska,2013,Percent of adults who engage in no leisure-time physical activity,25.462168809159675,23.613452238250733,27.458868267680735,96772.0
Nebraska,2014,Percent of adults aged 18 years and older who have an overweight classification,36.61172659028052,34.78467957329119,38.459606479652315,126550.0
Nebraska,2014,Percent of adults aged 18 years and older who have obesity,30.26709600948242,28.537758988542073,32.0730888976689,126550.0
Nebraska,2014,Percent of adults who engage in no leisure-time physical activity,21.61736807943957,20.16281530002462,23.140962704884398,134039.0
Nebraska,2015,Percent of adults aged 18 years and older who have an overweight classification,35.691132028988484,33.70501447371122,37.781711798640906,97418.0
Nebraska,2015,Percent of adults aged 18 years and older who have obesity,31.626022911576914,29.69051407337453,33.61303249912747,97418.0
Nebraska,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.403661832598935,49.22378087896602,53.580229048575546,95089.0
Nebraska,2015,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.32800059465027,19.5148205961369,23.29113440158007,94173.0
Nebraska,2015,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.693185859441147,27.771390770533447,31.7244750211685,94480.0
Nebraska,2015,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.514584261513747,28.534731388903282,32.645835362378904,96515.0
Nebraska,2015,Percent of adults who engage in no leisure-time physical activity,25.60275898768894,23.818936316096483,27.495294575150687,97717.0
Nebraska,2016,Percent of adults aged 18 years and older who have an overweight classification,36.63187492639265,34.40303733364739,38.935097161700625,84910.0
Nebraska,2016,Percent of adults aged 18 years and older who have obesity,32.1213767518549,30.013376516311386,34.297211164762686,84910.0
Nebraska,2016,Percent of adults who engage in no leisure-time physical activity,22.913198075716377,21.146574709100715,24.817426435781986,90839.0
Nebraska,2017,Percent of adults aged 18 years and older who have an overweight classification,36.27235296858981,34.1439393233293,38.489086820766154,85832.0
Nebraska,2017,Percent of adults aged 18 years and older who have obesity,32.93708873147544,30.854699878833063,35.074933591201415,85832.0
Nebraska,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.635330016186074,47.345412145554825,51.92812421317666,83405.0
Nebraska,2017,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.878313325984518,17.128934139280222,20.79794313955883,82553.0
Nebraska,2017,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.316400414437865,27.325,31.4123451881837,83004.0
Nebraska,2017,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.25867702069227,27.18463705667882,31.451772100951743,84476.0
Nebraska,2017,Percent of adults who engage in no leisure-time physical activity,25.57336175182482,23.700332846715327,27.569863941605835,85625.0
Nebraska,2017,Percent of adults who report consuming fruit less than one time daily,36.61095537522979,34.41269305980023,38.84351588388895,85401.0
Nebraska,2017,Percent of adults who report consuming vegetables less than one time daily,19.612134668269864,17.795828521768115,21.606791747520806,83999.0
Nebraska,2018,Percent of adults aged 18 years and older who have an overweight classification,34.934445557619,32.87088872055518,37.08151940181801,81848.0
Nebraska,2018,Percent of adults aged 18 years and older who have obesity,34.305125354315315,32.201420926595645,36.44062530544424,81848.0
Nebraska,2018,Percent of adults who engage in no leisure-time physical activity,24.17285864544748,22.405539168610233,26.063649563268857,87468.0
Nebraska,2019,Percent of adults aged 18 years and older who have an overweight classification,34.97648201144726,33.05838443717634,36.967557009175984,88056.0
Nebraska,2019,Percent of adults aged 18 years and older who have obesity,34.33101435450168,32.42868174797856,36.30607000090851,88056.0
Nebraska,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.01392500492931,46.91689186838168,51.08899894454818,86219.0
Nebraska,2019,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.91278372062985,19.267700762068035,22.688125124760752,85163.0
Nebraska,2019,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.90161124759235,28.080420516014442,31.82943150756029,86703.0
Nebraska,2019,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34.466249971485276,32.49744622122864,36.4821281109565,87674.0
Nebraska,2019,Percent of adults who engage in no leisure-time physical activity,27.171749928254478,25.421271992759216,28.981662950617007,90598.0
Nebraska,2019,Percent of adults who report consuming fruit less than one time daily,39.218532675423354,37.17615076331457,41.29254523131096,86334.0
Nebraska,2019,Percent of adults who report consuming vegetables less than one time daily,20.504923076923074,18.842236368994985,22.327908045977008,84825.0
Nebraska,2020,Percent of adults aged 18 years and older who have an overweight classification,35.768251531858986,33.65334798678733,37.932831513931006,81437.0
Nebraska,2020,Percent of adults aged 18 years and older who have obesity,34.1362108132667,32.047398602600786,36.26860763535003,81437.0
Nebraska,2020,Percent of adults who engage in no leisure-time physical activity,21.760915887216257,20.103938156689324,23.58886073945056,88417.0
Nebraska,2021,Percent of adults aged 18 years and older who have an overweight classification,35.12181201503098,33.174327753647944,37.15759845785955,81964.0
Nebraska,2021,Percent of adults aged 18 years and older who have obesity,36.01899980479235,34.05493997364697,38.059551754428774,81964.0
Nebraska,2021,Percent of adults who engage in no leisure-time physical activity,24.342139218634294,22.684662163678386,26.10113098310257,89126.0
Nebraska,2021,Percent of adults who report consuming fruit less than one time daily,42.413957911528314,40.35670900055218,44.51334683109393,81495.0
Nebraska,2021,Percent of adults who report consuming vegetables less than one time daily,20.42545235672268,18.730153391744643,22.22252724068604,80578.0
Nevada,2011,Percent of adults aged 18 years and older who have an overweight classification,35.90813047398249,31.94632599175683,40.092436244204016,31056.0
Nevada,2011,Percent of adults aged 18 years and older who have obesity,24.02556076868693,20.588517899607947,27.898152194871138,31118.0
Nevada,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),53.102341669260845,48.65422849434471,57.53125799868562,28911.0
Nevada,2011,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.395706487507873,18.11757295821961,25.159136398628313,28578.0
